Time(ms),Voltage(V),Current(mA),Power(mW),Mode
4469,5.07,85.80,435.18,7
4482,5.07,85.90,435.68,7
4494,5.07,86.10,436.70,7
4506,5.07,87.40,443.29,7
4519,5.08,87.00,441.61,7
4531,5.06,97.80,494.87,7
4543,5.06,97.70,494.36,7
4556,5.08,86.00,436.54,7
4568,5.08,86.10,437.04,7
4580,5.08,85.60,434.51,7
4593,5.08,86.10,437.04,7
4605,5.08,86.10,437.04,7
4617,5.08,87.50,444.15,7
4630,5.08,87.40,443.64,7
4642,5.08,86.50,439.07,7
4654,5.06,98.20,497.28,7
4667,5.06,97.70,494.36,7
4679,5.06,97.60,494.25,7
4691,5.08,88.70,450.24,7
4704,5.08,85.70,435.01,7
4716,5.08,86.40,438.57,7
4728,5.08,86.20,437.55,7
4741,5.07,86.30,437.71,7
4753,5.08,86.00,436.54,7
4765,5.08,86.30,438.06,7
4778,5.07,86.20,437.21,7
4790,5.08,86.00,436.54,7
4802,5.07,85.90,435.68,7
4815,5.07,87.10,441.77,7
4827,5.07,86.30,437.71,7
4839,5.08,86.50,439.07,7
4852,5.07,87.20,442.28,7
4864,5.07,86.70,439.74,7
4876,5.08,86.20,437.55,7
4889,5.06,98.10,496.78,7
4901,5.06,97.80,494.87,7
4913,5.06,97.80,495.26,7
4926,5.07,86.80,440.25,7
4938,5.08,86.50,439.07,7
4950,5.07,87.10,441.77,7
4963,5.08,86.60,439.58,7
4975,5.07,86.50,438.73,7
4987,5.07,86.10,436.70,7
5000,5.08,86.00,436.54,7
5012,5.08,86.20,437.55,7
5024,5.06,98.60,499.31,7
5037,5.06,97.70,494.36,7
5049,5.08,85.90,436.03,7
5061,5.08,87.00,441.61,7
5074,5.08,86.00,436.54,7
5086,5.08,86.10,437.04,7
5098,5.07,86.10,436.70,7
5111,5.07,86.50,438.73,7
5123,5.07,86.60,439.24,7
5135,5.08,86.30,438.06,7
5148,5.06,98.20,496.89,7
5160,5.06,97.60,493.86,7
5172,5.06,97.70,494.75,7
5185,5.08,85.60,434.51,7
5197,5.07,85.60,434.16,7
5209,5.07,86.40,438.22,7
5222,5.07,86.20,437.21,7
5234,5.08,86.00,436.54,7
5246,5.08,86.30,438.06,7
5259,5.08,86.10,437.04,7
5271,5.07,86.20,437.21,7
5283,5.06,97.60,494.25,7
5296,5.06,97.70,494.75,7
5308,5.08,86.10,437.04,7
5320,5.07,85.90,435.68,7
5333,5.08,88.10,447.20,7
5345,5.08,87.30,443.13,7
5357,5.08,86.50,439.07,7
5370,5.07,87.10,441.77,7
5382,5.07,86.30,437.71,7
5394,5.07,86.20,437.21,7
5407,5.06,95.30,482.60,7
5419,5.06,98.30,497.40,7
5431,5.06,97.70,494.36,7
5444,5.08,85.80,435.52,7
5456,5.07,85.60,434.16,7
5468,5.07,86.10,436.70,7
5481,5.07,88.10,446.84,7
5493,5.07,87.00,441.26,7
5505,5.08,86.40,438.57,7
5518,5.08,86.20,437.55,7
5530,5.08,87.60,444.66,7
5542,5.06,97.50,493.74,7
5555,5.06,97.60,493.86,7
5567,5.06,86.80,439.21,7
5579,5.08,86.30,438.06,7
5592,5.07,85.60,434.16,7
5604,5.08,86.40,438.57,7
5616,5.08,86.20,437.55,7
5629,5.08,86.30,438.06,7
5641,5.08,87.40,443.64,7
5653,5.08,87.60,444.66,7
5666,5.06,95.80,485.13,7
5678,5.06,98.50,498.80,7
5690,5.06,98.20,497.28,7
5703,5.07,86.50,438.73,7
5715,5.08,86.00,436.54,7
5727,5.08,86.30,438.06,7
5740,5.08,86.40,438.57,7
5752,5.07,87.30,442.79,7
5764,5.08,86.20,437.55,7
5777,5.08,85.90,436.03,7
5789,5.07,86.30,437.71,7
5801,5.08,86.30,438.06,7
5814,5.06,99.80,504.99,2
5826,5.06,100.30,507.12,2
5838,5.06,100.20,507.01,2
5851,5.06,99.00,500.94,2
5863,5.06,99.40,502.96,2
5875,5.06,99.90,505.09,2
5888,5.06,98.80,499.93,2
5900,5.06,102.40,517.73,2
5912,5.06,99.00,500.94,2
5925,5.06,99.30,502.46,2
5937,5.06,99.30,502.46,2
5949,5.06,99.70,504.48,2
5962,5.06,100.00,506.00,2
5974,5.06,102.50,518.65,2
5987,5.06,99.10,501.84,2
5999,5.06,99.10,501.45,2
6011,5.06,99.50,503.07,2
6024,5.06,99.60,503.98,2
6036,5.06,99.20,502.35,2
6048,5.06,99.70,504.48,2
6061,5.06,99.20,501.95,2
6073,5.06,99.30,502.46,2
6085,5.06,100.00,506.00,2
6098,5.06,99.40,502.57,2
6110,5.06,99.40,502.96,2
6122,5.06,99.40,503.36,2
6135,5.06,98.90,500.43,2
6147,5.06,99.60,503.98,2
6159,5.06,99.30,502.46,2
6172,5.06,99.30,502.46,2
6184,5.06,99.30,502.46,2
6196,5.06,99.40,502.96,2
6209,5.06,100.20,507.01,2
6221,5.06,100.90,510.55,2
6234,5.06,99.00,500.94,2
6246,5.06,99.60,503.58,2
6258,5.06,99.30,502.06,2
6270,5.06,99.80,504.59,2
6283,5.06,99.00,500.94,2
6295,5.06,99.50,503.47,2
6307,5.06,99.10,501.05,2
6320,5.06,99.00,500.94,2
6332,5.06,99.30,502.46,2
6344,5.06,98.80,499.93,2
6357,5.06,100.50,508.53,2
6369,5.06,99.90,505.09,2
6381,5.06,99.00,500.94,2
6394,5.06,100.20,506.61,2
6406,5.06,99.40,502.96,2
6418,5.06,98.70,499.82,2
6431,5.06,98.60,498.92,2
6443,5.06,98.90,500.43,2
6455,5.06,99.30,502.86,2
6468,5.06,99.00,501.34,2
6480,5.06,99.40,502.96,2
6492,5.06,99.20,501.95,2
6505,5.06,99.30,502.46,2
6517,5.06,99.00,500.94,2
6529,5.06,99.40,502.96,2
6542,5.06,99.50,503.47,2
6554,5.06,99.80,504.99,2
6566,5.06,99.50,503.87,2
6579,5.06,99.50,503.47,2
6591,5.06,100.20,507.01,2
6603,5.06,99.90,505.49,2
6616,5.06,99.50,503.47,2
6628,5.06,99.20,501.95,2
6640,5.06,99.10,501.45,2
6653,5.06,99.10,501.45,2
6665,5.06,100.20,506.61,2
6677,5.06,99.90,505.49,2
6691,5.06,99.00,500.94,2
6703,5.06,99.20,501.95,2
6716,5.06,99.50,503.47,2
6728,5.06,99.20,501.95,2
6740,5.06,99.50,503.47,2
6753,5.06,99.10,501.45,2
6765,5.06,99.30,502.46,2
6777,5.06,99.20,501.95,2
6789,5.06,98.90,500.43,2
6802,5.06,99.80,504.99,2
6814,5.06,98.80,499.93,2
6826,5.06,99.10,501.45,2
6839,5.06,99.10,501.45,2
6851,5.06,98.80,499.93,2
6863,5.06,98.70,499.03,2
6876,5.06,99.10,501.45,2
6888,5.06,100.10,506.11,2
6900,5.06,99.20,502.35,2
6913,5.06,99.40,502.96,2
6925,5.06,99.60,503.58,2
6937,5.06,98.90,500.43,2
6950,5.06,99.00,501.34,2
6962,5.06,99.60,503.98,2
6974,5.06,99.50,503.47,2
6987,5.06,99.20,501.95,2
6999,5.06,99.00,500.94,2
7011,5.06,99.20,501.95,2
7024,5.06,99.50,503.47,2
7036,5.06,99.00,500.94,2
7048,5.06,99.10,501.45,2
7061,5.06,99.40,502.96,2
7073,5.06,100.30,507.52,2
7085,5.06,100.10,506.51,2
7098,5.06,99.30,502.46,2
7110,5.06,100.40,508.02,2
7123,5.06,99.30,502.06,2
7135,5.06,98.70,499.42,2
7147,5.06,99.30,502.46,2
7159,5.06,99.40,503.36,2
7172,5.06,99.20,501.95,2
7184,5.06,98.80,500.32,2
7196,5.06,99.60,503.58,2
7209,5.06,99.00,500.94,2
7221,5.06,99.20,502.35,2
7233,5.06,99.30,502.06,2
7246,5.06,99.20,501.95,2
7258,5.06,99.40,502.96,2
7270,5.06,98.90,500.43,2
7283,5.06,99.00,500.94,2
7295,5.06,99.30,502.46,2
7307,5.06,99.90,505.49,2
7320,5.06,99.10,501.45,2
7332,5.06,99.60,503.98,2
7344,5.06,99.60,503.98,2
7357,5.06,99.70,504.88,2
7369,5.06,100.00,506.00,2
7381,5.06,100.50,508.53,2
7394,5.06,100.30,507.52,2
7406,5.06,99.30,502.46,2
7418,5.06,100.10,506.51,2
7431,5.06,99.90,505.09,2
7443,5.06,99.70,504.48,2
7455,5.06,100.30,507.52,2
7468,5.06,99.30,502.06,2
7480,4.94,202.90,1003.14,6
7493,5.07,96.70,490.08,6
7505,5.06,98.50,498.41,7
7517,5.06,97.60,494.25,7
7530,5.06,98.50,498.80,7
7542,5.08,86.00,436.54,7
7554,5.07,88.00,446.34,7
7567,5.07,89.10,451.92,7
7579,5.07,87.50,443.80,7
7591,5.07,87.30,442.79,7
7604,5.07,86.40,438.22,7
7616,5.08,86.10,437.04,7
7628,5.08,86.70,440.09,7
7641,5.06,97.70,494.75,7
7653,5.06,97.60,493.86,7
7665,5.07,86.00,436.19,7
7677,5.08,86.40,438.57,7
7690,5.08,87.70,445.17,7
7702,5.07,87.20,442.28,7
7714,5.07,86.50,438.73,7
7727,5.08,86.60,439.58,7
7739,5.08,86.50,439.07,7
7751,5.07,86.40,438.22,7
7764,5.06,98.50,498.80,7
7776,5.06,97.70,494.75,7
7788,5.06,98.20,497.28,7
7801,5.07,86.00,436.19,7
7813,5.07,86.30,437.71,7
7825,5.08,86.30,438.06,7
7838,5.08,87.10,442.12,7
7850,5.07,86.30,437.71,7
7862,5.08,86.20,437.55,7
7874,5.08,86.40,438.57,7
7887,5.08,87.70,445.17,7
7899,5.06,98.80,499.93,7
7911,5.06,98.00,496.27,7
7924,5.06,98.20,496.89,7
7936,5.08,85.90,436.03,7
7948,5.08,86.20,437.55,7
7961,5.08,86.50,439.07,7
7973,5.08,86.60,439.58,7
7985,5.08,86.20,437.55,7
7998,5.08,86.50,439.07,7
8010,5.08,87.40,443.64,7
8022,5.08,86.40,438.57,7
8035,5.06,97.80,495.26,7
8047,5.06,98.20,496.89,7
8059,5.07,86.10,436.70,7
8072,5.08,86.50,439.07,7
8084,5.07,85.90,435.68,7
8096,5.07,87.60,444.31,7
8109,5.08,87.10,442.12,7
8121,5.08,86.50,439.07,7
8133,5.07,87.20,442.28,7
8145,5.08,86.50,439.07,7
8158,5.06,97.90,495.37,7
8170,5.06,98.00,495.88,7
8182,5.06,98.00,496.27,7
8195,5.08,86.20,437.55,7
8207,5.08,86.20,437.55,7
8219,5.08,86.30,438.06,7
8232,5.07,86.50,438.73,7
8244,5.08,86.20,437.55,7
8256,5.08,86.40,438.91,7
8269,5.08,86.30,438.06,7
8281,5.08,86.90,441.10,7
8293,5.06,98.60,499.31,7
8306,5.06,98.10,496.78,7
8318,5.08,86.20,437.55,7
8330,5.08,86.40,438.57,7
8343,5.08,86.20,437.55,7
8355,5.07,86.60,439.24,7
8367,5.08,86.40,438.57,7
8380,5.08,87.80,445.67,7
8392,5.07,86.50,438.73,7
8404,5.07,88.10,446.84,7
8417,5.06,99.20,501.95,7
8429,5.06,98.10,496.78,7
8441,5.06,99.00,500.94,7
8454,5.07,86.10,436.70,7
8466,5.07,86.10,436.70,7
8478,5.08,86.40,438.57,7
8491,5.07,87.00,441.26,7
8503,5.07,86.50,438.73,7
8515,5.07,86.40,438.22,7
8528,5.08,86.30,438.06,7
8540,5.08,86.70,440.09,7
8552,5.06,98.10,496.78,7
8565,5.06,97.80,495.26,7
8577,5.06,86.00,435.50,7
8589,5.08,86.10,437.04,7
8601,5.07,86.90,440.76,7
8614,5.07,86.20,437.21,7
8626,5.08,86.60,439.58,7
8638,5.07,86.50,438.73,7
8651,5.08,86.60,439.58,7
8663,5.08,86.70,440.09,7
8675,5.07,95.70,485.01,7
8688,5.06,98.40,498.30,7
8700,5.06,98.10,496.39,7
8712,5.07,88.00,446.34,7
8725,5.08,86.90,441.10,7
8737,5.08,86.30,438.06,7
8749,5.07,87.60,444.31,7
8762,5.07,86.50,438.73,7
8774,5.08,86.40,438.57,7
8786,5.08,86.20,437.55,7
8799,5.07,86.30,437.71,7
8811,5.06,97.80,495.26,7
8823,5.06,98.20,497.28,7
8836,5.06,98.10,496.78,7
8848,5.08,85.80,435.52,7
8860,5.07,86.00,436.19,7
8873,5.08,87.60,444.66,7
8885,5.08,86.70,440.09,7
8897,5.08,86.60,439.58,7
8910,5.08,87.80,445.67,7
8922,5.08,86.30,438.06,7
8934,5.06,95.70,484.62,7
8947,5.06,98.80,500.32,7
8959,5.06,98.00,496.27,7
8971,5.08,86.10,437.04,7
8984,5.07,85.80,435.18,7
8996,5.08,86.30,438.06,7
9008,5.07,86.40,438.22,7
9020,5.08,87.50,444.15,7
9033,5.07,88.00,446.34,7
9045,5.08,86.40,438.57,7
9057,5.07,86.60,439.24,7
9070,5.06,98.20,496.89,7
9082,5.06,97.90,495.77,7
9094,5.06,98.00,496.27,7
9107,5.08,86.10,437.04,7
9119,5.07,85.90,435.68,7
9131,5.08,86.50,439.07,7
9144,5.07,86.40,438.22,7
9156,5.08,86.50,439.07,7
9168,5.07,86.40,438.22,7
9181,5.07,89.50,453.94,7
9193,5.08,95.80,486.28,7
9205,5.06,98.60,499.31,7
9217,5.06,98.80,499.93,7
9230,5.08,86.60,439.58,7
9242,5.08,86.50,439.07,7
9254,5.08,86.80,440.60,7
9267,5.08,86.50,439.07,7
9279,5.08,86.70,440.09,7
9291,5.08,86.30,438.06,7
9304,5.08,86.50,439.07,7
9316,5.08,87.00,441.61,7
9328,5.07,99.40,503.76,7
9341,5.06,98.80,499.93,7
9353,5.06,97.80,495.26,7
9365,5.08,86.00,436.54,7
9378,5.08,87.50,444.15,7
9390,5.08,86.70,440.09,7
9402,5.08,86.20,437.55,7
9414,5.07,86.20,437.21,7
9427,5.08,86.40,438.57,7
9439,5.08,86.60,439.58,7
9451,5.07,86.30,437.71,7
9464,5.06,98.40,497.90,7
9476,5.06,98.30,497.79,7
9488,5.06,95.30,482.60,7
9501,5.08,86.20,437.55,7
9513,5.07,90.10,456.99,7
9525,5.08,87.60,444.66,7
9538,5.08,86.40,438.57,7
9550,5.08,86.30,438.06,7
9562,5.08,87.20,442.63,7
9575,5.08,86.60,439.58,7
9587,5.06,97.70,494.75,7
9599,5.06,97.90,495.77,7
9612,5.06,97.90,495.37,7
9624,5.08,86.20,437.55,7
9636,5.08,86.00,436.54,7
9649,5.07,86.90,440.76,7
9661,5.07,90.40,458.51,7
9673,5.08,87.20,442.63,7
9686,5.08,89.50,454.30,7
9698,5.07,86.60,439.24,7
9710,5.08,86.60,439.58,7
9723,5.06,98.10,496.78,7
9735,5.06,98.20,496.89,7
9747,5.06,98.50,498.80,7
9760,5.08,86.10,437.39,7
9772,5.07,87.10,441.77,7
9784,5.07,86.50,438.73,7
9797,5.08,87.00,441.61,7
9809,5.08,86.20,437.55,7
9821,5.08,86.30,438.06,7
9834,5.07,86.00,436.19,7
9846,5.06,96.10,486.65,7
9858,5.06,97.70,494.75,7
9871,5.06,97.80,495.26,7
9883,5.08,86.80,440.60,7
9895,5.08,86.30,438.06,7
9908,5.08,86.40,438.57,7
9920,5.08,86.30,438.06,7
9932,5.08,87.50,444.15,7
9945,5.07,86.50,438.73,7
9957,5.08,86.60,439.58,7
9969,5.08,86.10,437.04,7
9982,5.06,98.40,497.90,7
9995,5.06,98.40,498.30,7
10007,5.06,97.70,494.75,7
10020,5.08,86.10,437.04,7
10032,5.08,86.00,436.54,7
10044,5.07,87.50,443.80,7
10057,5.08,87.60,444.66,7
10069,5.08,86.20,437.55,7
10081,5.07,86.60,439.24,7
10094,5.07,86.60,439.24,7
10106,5.06,96.20,487.16,7
10118,5.06,98.20,497.28,7
10131,5.06,98.20,496.89,7
10143,5.08,85.90,436.03,7
10155,5.08,86.00,436.54,7
10168,5.08,86.30,438.06,7
10180,5.08,86.60,439.58,7
10192,5.08,86.20,437.55,7
10205,5.08,86.20,437.55,7
10217,5.08,86.20,437.55,7
10229,5.07,86.50,438.73,7
10242,5.06,99.40,502.96,7
10254,5.06,98.20,497.28,7
10266,5.06,97.70,494.36,7
10279,5.07,86.80,440.25,7
10291,5.08,86.30,438.06,7
10303,5.08,86.60,439.58,7
10316,5.08,86.80,440.60,7
10328,5.08,86.60,439.58,7
10340,5.08,86.40,438.57,7
10353,5.07,87.60,444.31,7
10365,5.06,96.80,490.20,7
10377,5.06,98.50,498.41,7
10389,5.06,98.00,495.88,7
10402,5.07,86.20,437.21,7
10414,5.07,86.20,437.21,7
10427,5.08,85.90,436.03,7
10439,5.08,86.60,439.58,7
10451,5.08,86.40,438.57,7
10464,5.07,86.50,438.73,7
10476,5.07,86.50,438.73,7
10488,5.08,86.80,440.60,7
10501,5.07,97.70,495.14,7
10513,5.06,98.40,498.30,7
10525,5.06,97.60,493.86,7
10538,5.08,86.10,437.04,7
10550,5.08,85.80,435.52,7
10562,5.08,86.20,437.55,7
10575,5.08,86.40,438.57,7
10587,5.07,86.40,438.22,7
10599,5.08,86.40,438.57,7
10612,5.08,87.00,441.61,7
10624,5.06,96.20,487.16,7
10636,5.06,97.60,494.25,7
10649,5.06,97.80,494.87,7
10661,5.07,86.40,438.22,7
10673,5.08,86.90,441.10,7
10686,5.07,85.90,435.68,7
10698,5.08,87.30,443.13,7
10710,5.08,86.60,439.58,7
10723,5.08,87.40,443.64,7
10735,5.08,86.50,439.07,7
10747,5.07,86.60,439.24,7
10760,5.06,97.10,491.71,7
10772,5.07,86.90,440.76,7
10784,5.08,86.40,438.57,7
10797,5.08,87.80,445.67,7
10809,5.07,86.50,438.73,7
10821,5.08,86.80,440.60,7
10834,5.08,86.50,439.07,7
10846,5.08,86.60,439.58,7
10858,5.08,86.30,438.06,7
10871,5.06,98.80,500.32,7
10883,5.06,98.10,496.78,7
10895,5.06,97.70,494.75,7
10908,5.08,86.30,438.06,7
10920,5.08,86.40,438.91,7
10932,5.07,86.70,439.74,7
10945,5.08,86.60,439.58,7
10957,5.08,87.40,443.64,7
10969,5.08,86.40,438.57,7
10982,5.07,86.50,438.73,7
10994,5.06,96.10,486.65,7
11006,5.06,98.20,497.28,7
11019,5.06,98.20,496.89,7
11031,5.08,86.50,439.07,7
11043,5.08,87.50,444.15,7
11056,5.07,86.20,437.21,7
11068,5.08,88.10,447.20,7
11080,5.07,87.70,444.81,7
11093,5.08,89.10,452.27,7
11105,5.07,87.80,445.32,7
11117,5.08,86.40,438.57,7
11130,5.06,98.40,498.30,7
11142,5.06,100.30,507.52,7
11154,5.06,98.20,497.28,7
11167,5.08,85.90,436.03,7
11179,5.07,86.20,437.21,7
11191,5.08,86.50,439.07,7
11204,5.08,86.30,438.06,7
11216,5.08,86.50,439.07,7
11228,5.08,86.70,440.09,7
11241,5.08,86.60,439.58,7
11253,5.07,90.10,456.99,7
11265,5.06,99.20,501.95,7
11278,5.06,98.10,496.78,7
11290,5.08,86.40,438.57,7
11302,5.08,86.10,437.04,7
11315,5.08,86.20,437.55,7
11327,5.08,86.60,439.58,7
11339,5.07,89.00,451.41,7
11352,5.07,86.40,438.22,7
11364,5.08,86.30,438.06,7
11376,5.08,87.60,444.66,7
11389,5.06,102.50,518.24,7
11401,5.06,101.20,511.67,3
11413,5.06,99.00,500.94,3
11426,5.06,99.10,501.45,3
11438,5.06,99.20,502.35,3
11450,5.06,98.70,499.42,3
11463,5.06,99.40,503.36,3
11475,5.06,102.10,516.63,3
11487,5.06,98.60,499.31,3
11500,5.06,99.30,502.46,3
11512,5.06,99.80,504.59,3
11524,5.06,99.30,502.86,3
11537,5.06,98.80,500.32,3
11549,5.06,100.50,508.53,3
11561,5.06,101.20,511.67,3
11574,5.06,99.30,502.46,3
11586,5.06,99.40,502.96,3
11599,5.06,101.50,513.18,3
11611,5.06,99.20,501.95,3
11623,5.06,99.50,503.47,3
11636,5.06,98.70,499.82,3
11648,5.06,98.90,500.04,3
11660,5.06,99.10,501.84,3
11673,5.06,98.70,499.42,3
11685,5.06,98.90,500.83,3
11697,5.06,100.00,506.00,3
11710,5.06,99.10,501.84,3
11722,5.06,99.30,502.46,3
11734,5.06,99.70,504.48,3
11747,5.06,99.00,500.94,3
11759,5.06,99.10,501.84,3
11771,5.06,99.30,502.46,3
11784,5.06,100.00,506.00,3
11796,5.06,99.20,501.95,3
11808,5.06,99.70,504.48,3
11821,5.06,100.10,506.51,3
11833,5.06,96.30,487.66,3
11845,5.06,99.50,503.47,3
11858,5.06,99.30,502.46,3
11870,5.06,99.10,501.45,3
11882,5.06,99.20,502.35,3
11895,5.06,98.80,499.93,3
11907,5.06,99.30,502.46,3
11919,5.06,99.20,501.95,3
11932,5.06,98.80,499.93,3
11944,5.06,99.20,502.35,3
11956,5.06,99.40,502.96,3
11969,5.06,98.90,500.83,3
11981,5.06,100.40,508.02,3
11993,5.06,99.20,501.95,3
12006,5.06,99.20,501.95,3
12018,5.06,99.30,502.86,3
12030,5.06,99.30,502.86,3
12043,5.06,99.30,502.86,3
12055,5.06,99.10,501.45,3
12067,5.06,99.10,501.84,3
12080,5.06,99.40,502.96,3
12092,5.06,100.30,507.52,3
12105,5.06,100.10,506.51,3
12117,5.06,99.30,502.46,3
12129,5.06,99.60,503.58,3
12142,5.06,99.60,504.37,3
12154,5.06,98.80,500.32,3
12166,5.06,98.90,500.83,3
12179,5.06,99.40,503.36,3
12191,5.06,99.20,501.95,3
12203,5.06,99.00,501.34,3
12216,5.06,99.10,501.45,3
12228,5.06,99.60,503.98,3
12240,5.06,99.20,501.95,3
12253,5.06,98.60,499.31,3
12265,5.06,99.20,502.35,3
12277,5.06,99.10,501.45,3
12290,5.06,100.40,508.02,3
12302,5.06,98.80,499.93,3
12314,5.06,99.30,502.46,3
12327,5.06,99.60,504.37,3
12339,5.06,99.50,503.87,3
12351,5.06,99.10,501.45,3
12364,5.06,99.60,504.37,3
12376,5.06,99.10,501.45,3
12388,5.06,99.00,500.94,3
12401,5.06,98.80,499.93,3
12413,5.06,100.10,506.91,3
12425,5.06,99.30,502.86,3
12438,5.06,99.50,503.47,3
12450,5.06,99.50,503.87,3
12462,5.06,99.90,505.49,3
12475,5.06,98.80,499.93,3
12487,5.06,99.20,501.95,3
12499,5.06,99.30,502.06,3
12512,5.06,99.00,501.34,3
12524,5.06,99.40,502.96,3
12536,5.06,99.50,503.47,3
12549,5.06,99.40,502.96,3
12561,5.06,99.20,501.95,3
12573,5.06,99.30,502.86,3
12586,5.06,99.30,502.46,3
12598,5.06,99.30,502.46,3
12610,5.06,99.30,502.46,3
12623,5.06,99.30,502.46,3
12635,5.06,98.80,500.32,3
12647,5.06,99.40,502.96,3
12660,5.06,99.50,503.47,3
12672,5.06,99.30,502.46,3
12684,5.06,99.20,501.95,3
12697,5.06,99.60,503.98,3
12709,5.06,98.90,500.43,3
12721,5.06,100.30,507.12,3
12734,5.06,99.40,502.57,3
12746,5.06,99.90,505.89,3
12758,5.06,99.40,503.36,3
12771,5.06,99.50,503.87,3
12783,5.06,98.80,500.32,3
12795,5.06,99.30,502.86,3
12808,5.06,100.50,508.53,3
12820,5.06,99.50,503.47,3
12832,5.06,99.20,502.35,3
12845,5.06,100.30,507.12,3
12857,5.06,99.00,500.94,3
12869,5.06,99.10,501.84,3
12882,5.06,99.30,502.46,3
12894,5.06,99.60,504.37,3
12906,5.06,99.30,502.46,3
12919,5.06,98.90,500.83,3
12931,5.06,98.90,500.43,3
12943,5.06,99.90,505.49,3
12956,5.06,100.30,507.92,3
12968,5.06,98.70,499.42,3
12980,5.06,99.40,503.36,3
12993,5.06,100.30,507.92,3
13005,5.06,100.20,507.01,3
13018,5.06,99.70,504.48,3
13030,5.06,99.00,500.94,3
13042,5.06,100.00,506.00,3
13055,5.06,99.10,501.84,3
13067,5.06,99.50,503.47,3
13079,5.06,99.90,505.89,3
13092,5.06,99.00,500.94,3
13104,5.06,99.20,501.95,3
13116,5.06,100.20,506.61,3
13129,5.06,100.10,506.51,3
13141,5.06,99.60,504.37,3
13154,5.06,99.70,504.48,3
13166,5.06,99.50,503.47,3
13178,5.06,99.50,503.47,3
13190,5.06,99.10,501.84,3
13203,5.06,99.20,502.35,3
13215,5.06,99.00,500.94,3
13227,5.06,98.80,500.32,3
13240,5.06,100.70,509.54,3
13252,5.06,99.10,501.05,3
13265,5.06,99.00,500.94,3
13277,5.06,99.20,501.95,3
13289,5.06,99.20,501.95,3
13303,5.06,99.10,501.84,3
13315,5.06,102.20,517.54,3
13327,5.06,99.30,502.86,3
13340,5.06,99.70,504.48,3
13352,5.06,99.50,503.87,3
13364,5.06,99.00,500.94,3
13377,5.06,101.20,512.07,3
13389,5.06,99.30,502.86,3
13401,5.06,98.80,500.32,3
13414,5.06,99.50,503.47,3
13426,5.06,99.20,501.95,3
13438,5.06,99.80,505.39,3
13451,5.06,99.20,501.95,3
13463,5.06,99.60,503.98,3
13475,5.06,99.10,501.45,3
13488,5.06,99.40,502.96,3
13500,5.06,99.10,501.84,3
13512,5.06,99.70,504.88,3
13525,5.06,100.10,506.51,3
13537,5.06,100.00,506.00,3
13549,5.06,99.40,503.36,3
13562,5.06,100.40,508.43,3
